displayName,commonName,sciName,speciesCode,category,reportAsSpeciesCode,reportAsCategory,showSpeciesPageLink
Stuhlmann's Starling,Stuhlmann's Starling,Poeoptera stuhlmanni,stusta1,species,stusta1,species,True
Kenrick's Starling,Kenrick's Starling,Poeoptera kenricki,kensta1,species,kensta1,species,True
Black-bellied Starling,Black-bellied Starling,Notopholia corusca,bbgsta1,species,bbgsta1,species,True
Hildebrandt's Starling,Hildebrandt's Starling,Lamprotornis hildebrandti,hilsta1,species,hilsta1,species,True
Shelley's Starling,Shelley's Starling,Lamprotornis shelleyi,shesta1,species,shesta1,species,True
Rüppell's Starling,Rüppell's Starling,Lamprotornis purpuroptera,ruegls1,species,ruegls1,species,True
Splendid Starling,Splendid Starling,Lamprotornis splendidus,spgsta1,species,spgsta1,species,True
Golden-breasted Starling,Golden-breasted Starling,Lamprotornis regius,gobsta5,species,gobsta5,species,True
Superb Starling,Superb Starling,Lamprotornis superbus,supsta1,species,supsta1,species,True
White-crowned Starling,White-crowned Starling,Lamprotornis albicapillus,whcsta3,species,whcsta3,species,True
Fischer's Starling,Fischer's Starling,Lamprotornis fischeri,fissta1,species,fissta1,species,True
Lesser Blue-eared Starling,Lesser Blue-eared Starling,Lamprotornis chloropterus,lbesta1,species,lbesta1,species,True
Greater Blue-eared Starling,Greater Blue-eared Starling,Lamprotornis chalybaeus,gbesta1,species,gbesta1,species,True
Purple Starling,Purple Starling,Lamprotornis purpureus,pugsta1,species,pugsta1,species,True
Bronze-tailed Starling,Bronze-tailed Starling,Lamprotornis chalcurus,btgsta1,species,btgsta1,species,True
myna/starling sp.,myna/starling sp.,Sturnidae sp.,y00757,spuh,y00757,spuh,False
Red-tailed Ant-Thrush,Red-tailed Ant-Thrush,Neocossyphus rufus,rtathr1,species,rtathr1,species,True
White-tailed Ant-Thrush,White-tailed Ant-Thrush,Neocossyphus poensis,wtathr1,species,wtathr1,species,True
Spotted Ground-Thrush,Spotted Ground-Thrush,Geokichla guttata,spgthr1,species,spgthr1,species,True
Abyssinian Ground-Thrush,Abyssinian Ground-Thrush,Geokichla piaggiae,abgthr1,species,abgthr1,species,True
Orange Ground-Thrush,Orange Ground-Thrush,Geokichla gurneyi,orgthr1,species,orgthr1,species,True
Abyssinian Thrush,Abyssinian Thrush,Turdus abyssinicus,abythr1,species,abythr1,species,True
Taita Thrush,Taita Thrush,Turdus helleri,taithr1,species,taithr1,species,True
African Bare-eyed Thrush,African Bare-eyed Thrush,Turdus tephronotus,abethr1,species,abethr1,species,True
African Thrush,African Thrush,Turdus pelios,afrthr1,species,afrthr1,species,True
African Dusky Flycatcher,African Dusky Flycatcher,Muscicapa adusta,afdfly1,species,afdfly1,species,True
Spotted Flycatcher,Spotted Flycatcher,Muscicapa striata,spofly1,species,spofly1,species,True
Gambaga Flycatcher,Gambaga Flycatcher,Muscicapa gambagae,gamfly1,species,gamfly1,species,True
Swamp Flycatcher,Swamp Flycatcher,Muscicapa aquatica,swafly3,species,swafly3,species,True
African Gray Flycatcher,African Gray Flycatcher,Bradornis microrhynchus,afgfly1,species,afgfly1,species,True
Pale Flycatcher,Pale Flycatcher,Agricola pallidus,palfly2,species,palfly2,species,True
Gray Tit-Flycatcher,Gray Tit-Flycatcher,Fraseria plumbea,grytif1,species,grytif1,species,True
Chapin's Flycatcher,Chapin's Flycatcher,Fraseria lendu,chafly1,species,chafly1,species,True
Ashy Flycatcher,Ashy Flycatcher,Fraseria caerulescens,ashfly1,species,ashfly1,species,True
Silverbird,Silverbird,Melaenornis semipartitus,silver1,species,silver1,species,True
Northern Black-Flycatcher,Northern Black-Flycatcher,Melaenornis edolioides,nobfly1,species,nobfly1,species,True
Southern Black-Flycatcher,Southern Black-Flycatcher,Melaenornis pammelaina,sobfly1,species,sobfly1,species,True
White-eyed Slaty-Flycatcher,White-eyed Slaty-Flycatcher,Melaenornis fischeri,wheslf1,species,wheslf1,species,True
Bearded Scrub-Robin,Bearded Scrub-Robin,Cercotrichas quadrivirgata,besrob1,species,besrob1,species,True
Rufous-tailed Scrub-Robin,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,rutscr1,species,rutscr1,species,True
Brown-backed Scrub-Robin,Brown-backed Scrub-Robin,Cercotrichas hartlaubi,bbsrob1,species,bbsrob1,species,True
Red-backed Scrub-Robin,Red-backed Scrub-Robin,Cercotrichas leucophrys,rbsrob1,species,rbsrob1,species,True
Cape Robin-Chat,Cape Robin-Chat,Cossypha caffra,carcha1,species,carcha1,species,True
Blue-shouldered Robin-Chat,Blue-shouldered Robin-Chat,Cossypha cyanocampter,bsrcha1,species,bsrcha1,species,True
Gray-winged Robin-Chat,Gray-winged Robin-Chat,Cossypha polioptera,gywroc1,species,gywroc1,species,True
Rüppell's Robin-Chat,Rüppell's Robin-Chat,Cossypha semirufa,rurcha1,species,rurcha1,species,True
White-browed Robin-Chat,White-browed Robin-Chat,Cossypha heuglini,wbrcha2,species,wbrcha2,species,True
Red-capped Robin-Chat,Red-capped Robin-Chat,Cossypha natalensis,rcrcha1,species,rcrcha1,species,True
Snowy-crowned Robin-Chat,Snowy-crowned Robin-Chat,Cossypha niveicapilla,scrcha1,species,scrcha1,species,True
Collared Palm-Thrush,Collared Palm-Thrush,Cichladusa arquata,copthr1,species,copthr1,species,True
Spotted Morning-Thrush,Spotted Morning-Thrush,Cichladusa guttata,spmthr1,species,spmthr1,species,True
White-starred Robin,White-starred Robin,Pogonocichla stellata,whsrob1,species,whsrob1,species,True
Brown-chested Alethe,Brown-chested Alethe,Chamaetylas poliocephala,brcale1,species,brcale1,species,True
Equatorial Akalat,Equatorial Akalat,Sheppardia aequatorialis,equaka1,species,equaka1,species,True
East Coast Akalat,East Coast Akalat,Sheppardia gunningi,eacaka1,species,eacaka1,species,True
White-throated Robin,White-throated Robin,Irania gutturalis,whtrob3,species,whtrob3,species,True
Thrush Nightingale,Thrush Nightingale,Luscinia luscinia,thrnig1,species,thrnig1,species,True
Common Nightingale,Common Nightingale,Luscinia megarhynchos,comnig1,species,comnig1,species,True
Semicollared Flycatcher,Semicollared Flycatcher,Ficedula semitorquata,semfly1,species,semfly1,species,True
European Pied Flycatcher,European Pied Flycatcher,Ficedula hypoleuca,eupfly1,species,eupfly1,species,True
Ficedula sp.,Ficedula sp.,Ficedula sp.,ficedu1,spuh,ficedu1,spuh,False
Common Redstart,Common Redstart,Phoenicurus phoenicurus,comred2,species,comred2,species,True
Little Rock-Thrush,Little Rock-Thrush,Monticola rufocinereus,lirthr1,species,lirthr1,species,True
Rufous-tailed Rock-Thrush,Rufous-tailed Rock-Thrush,Monticola saxatilis,rtrthr1,species,rtrthr1,species,True
Whinchat,Whinchat,Saxicola rubetra,whinch1,species,whinch1,species,True
African Stonechat,African Stonechat,Saxicola torquatus,afrsto1,species,afrsto1,species,True
Moorland Chat,Moorland Chat,Pinarochroa sordida,moocha1,species,moocha1,species,True
Mocking Cliff-Chat,Mocking Cliff-Chat,Thamnolaea cinnamomeiventris,moccha1,species,moccha1,species,True
Sooty Chat,Sooty Chat,Myrmecocichla nigra,soocha1,species,soocha1,species,True
Northern Anteater-Chat,Northern Anteater-Chat,Myrmecocichla aethiops,noacha1,species,noacha1,species,True
Northern Wheatear,Northern Wheatear,Oenanthe oenanthe,norwhe,species,norwhe,species,True
Capped Wheatear,Capped Wheatear,Oenanthe pileata,capwhe1,species,capwhe1,species,True
Isabelline Wheatear,Isabelline Wheatear,Oenanthe isabellina,isawhe1,species,isawhe1,species,True
Heuglin's Wheatear,Heuglin's Wheatear,Oenanthe heuglini,heuwhe1,species,heuwhe1,species,True
Desert Wheatear,Desert Wheatear,Oenanthe deserti,deswhe1,species,deswhe1,species,True
Pied Wheatear,Pied Wheatear,Oenanthe pleschanka,piewhe1,species,piewhe1,species,True
Black-eared Wheatear,Black-eared Wheatear,Oenanthe hispanica,blewhe1,species,blewhe1,species,True
Familiar Chat,Familiar Chat,Oenanthe familiaris,famcha1,species,famcha1,species,True
Brown-tailed Chat,Brown-tailed Chat,Oenanthe scotocerca,brtcha1,species,brtcha1,species,True
Abyssinian Wheatear,Abyssinian Wheatear,Oenanthe lugubris,mouwhe4,species,mouwhe4,species,True
wheatear sp.,wheatear sp.,Oenanthe sp.,wheate1,spuh,wheate1,spuh,False
Gray-chested Babbler,Gray-chested Babbler,Kakamega poliothorax,gycill1,species,gycill1,species,True
Plain-backed Sunbird,Plain-backed Sunbird,Anthreptes reichenowi,plbsun1,species,plbsun1,species,True
Western Violet-backed Sunbird,Western Violet-backed Sunbird,Anthreptes longuemarei,wvbsun1,species,wvbsun1,species,True
Eastern Violet-backed Sunbird,Eastern Violet-backed Sunbird,Anthreptes orientalis,kvbsun1,species,kvbsun1,species,True
Uluguru Violet-backed Sunbird,Uluguru Violet-backed Sunbird,Anthreptes neglectus,uvbsun1,species,uvbsun1,species,True
Green Sunbird,Green Sunbird,Anthreptes rectirostris,gresun1,species,gresun1,species,True
Collared Sunbird,Collared Sunbird,Hedydipna collaris,colsun2,species,colsun2,species,True
Pygmy Sunbird,Pygmy Sunbird,Hedydipna platura,pygsun2,species,pygsun2,species,True
Amani Sunbird,Amani Sunbird,Hedydipna pallidigaster,amasun2,species,amasun2,species,True
Green-headed Sunbird,Green-headed Sunbird,Cyanomitra verticalis,gnhsun1,species,gnhsun1,species,True
Olive Sunbird,Olive Sunbird,Cyanomitra olivacea,eaosun1,species,eaosun1,species,True
Mouse-colored Sunbird,Mouse-colored Sunbird,Cyanomitra veroxii,mocsun2,species,mocsun2,species,True
Green-throated Sunbird,Green-throated Sunbird,Chalcomitra rubescens,gntsun1,species,gntsun1,species,True
Amethyst Sunbird,Amethyst Sunbird,Chalcomitra amethystina,amesun2,species,amesun2,species,True
Scarlet-chested Sunbird,Scarlet-chested Sunbird,Chalcomitra senegalensis,sccsun2,species,sccsun2,species,True
Hunter's Sunbird,Hunter's Sunbird,Chalcomitra hunteri,hunsun2,species,hunsun2,species,True
Tacazze Sunbird,Tacazze Sunbird,Nectarinia tacazze,tacsun1,species,tacsun1,species,True
Bronze Sunbird,Bronze Sunbird,Nectarinia kilimensis,brosun1,species,brosun1,species,True
Malachite Sunbird,Malachite Sunbird,Nectarinia famosa,malsun1,species,malsun1,species,True
Red-tufted Sunbird,Red-tufted Sunbird,Nectarinia johnstoni,retsun2,species,retsun2,species,True
Golden-winged Sunbird,Golden-winged Sunbird,Drepanorhynchus reichenowi,gowsun2,species,gowsun2,species,True
Olive-bellied Sunbird,Olive-bellied Sunbird,Cinnyris chloropygius,olbsun3,species,olbsun3,species,True
Northern Double-collared Sunbird,Northern Double-collared Sunbird,Cinnyris reichenowi,ndcsun2,species,ndcsun2,species,True
Eastern Double-collared Sunbird,Eastern Double-collared Sunbird,Cinnyris mediocris,edcsun3,species,edcsun3,species,True
Usambara Double-collared Sunbird,Usambara Double-collared Sunbird,Cinnyris usambaricus,edcsun4,species,edcsun4,species,True
Beautiful Sunbird,Beautiful Sunbird,Cinnyris pulchellus,beasun2,species,beasun2,species,True
Mariqua Sunbird,Mariqua Sunbird,Cinnyris mariquensis,marsun2,species,marsun2,species,True
Red-chested Sunbird,Red-chested Sunbird,Cinnyris erythrocercus,recsun2,species,recsun2,species,True
Black-bellied Sunbird,Black-bellied Sunbird,Cinnyris nectarinioides,bkbsun1,species,bkbsun1,species,True
Purple-banded Sunbird,Purple-banded Sunbird,Cinnyris bifasciatus,pubsun4,species,pubsun4,species,True
Tsavo Sunbird,Tsavo Sunbird,Cinnyris tsavoensis,tsasun1,species,tsasun1,species,True
Violet-breasted Sunbird,Violet-breasted Sunbird,Cinnyris chalcomelas,vibsun2,species,vibsun2,species,True
Orange-tufted Sunbird,Orange-tufted Sunbird,Cinnyris bouvieri,ortsun3,species,ortsun3,species,True
Shining Sunbird,Shining Sunbird,Cinnyris habessinicus,shisun3,species,shisun3,species,True
Superb Sunbird,Superb Sunbird,Cinnyris superbus,supsun2,species,supsun2,species,True
Variable Sunbird,Variable Sunbird,Cinnyris venustus,varsun2,species,varsun2,species,True
Copper Sunbird,Copper Sunbird,Cinnyris cupreus,copsun2,species,copsun2,species,True
sunbird sp.,sunbird sp.,Nectariniidae sp. (sunbird sp.),sunbir1,spuh,sunbir1,spuh,False
White-billed Buffalo-Weaver,White-billed Buffalo-Weaver,Bubalornis albirostris,wbbwea1,species,wbbwea1,species,True
Red-billed Buffalo-Weaver,Red-billed Buffalo-Weaver,Bubalornis niger,rbbwea1,species,rbbwea1,species,True
White-headed Buffalo-Weaver,White-headed Buffalo-Weaver,Dinemellia dinemelli,whbwea1,species,whbwea1,species,True
Speckle-fronted Weaver,Speckle-fronted Weaver,Sporopipes frontalis,spfwea1,species,spfwea1,species,True
White-browed Sparrow-Weaver,White-browed Sparrow-Weaver,Plocepasser mahali,wbswea1,species,wbswea1,species,True
Chestnut-crowned Sparrow-Weaver,Chestnut-crowned Sparrow-Weaver,Plocepasser superciliosus,ccswea1,species,ccswea1,species,True
Donaldson-Smith's Sparrow-Weaver,Donaldson-Smith's Sparrow-Weaver,Plocepasser donaldsoni,dsswea1,species,dsswea1,species,True
Rufous-tailed Weaver,Rufous-tailed Weaver,Histurgops ruficauda,rutwea1,species,rutwea1,species,True
Gray-headed Social-Weaver,Gray-headed Social-Weaver,Pseudonigrita arnaudi,gyhsow1,species,gyhsow1,species,True
Black-capped Social-Weaver,Black-capped Social-Weaver,Pseudonigrita cabanisi,bcswea1,species,bcswea1,species,True
Red-headed Malimbe,Red-headed Malimbe,Malimbus rubricollis,rehmal1,species,rehmal1,species,True
Red-headed Weaver,Red-headed Weaver,Anaplectes rubriceps,rehwea1,species,rehwea1,species,True
Baglafecht Weaver,Baglafecht Weaver,Ploceus baglafecht,bagwea1,species,bagwea1,species,True
Little Weaver,Little Weaver,Ploceus luteolus,litwea1,species,litwea1,species,True
Slender-billed Weaver,Slender-billed Weaver,Ploceus pelzelni,slbwea1,species,slbwea1,species,True
Black-necked Weaver,Black-necked Weaver,Ploceus nigricollis,blnwea1,species,blnwea1,species,True
Spectacled Weaver,Spectacled Weaver,Ploceus ocularis,spewea1,species,spewea1,species,True
Black-billed Weaver,Black-billed Weaver,Ploceus melanogaster,blbwea1,species,blbwea1,species,True
African Golden-Weaver,African Golden-Weaver,Ploceus subaureus,afgwea1,species,afgwea1,species,True
Holub's Golden-Weaver,Holub's Golden-Weaver,Ploceus xanthops,hogwea1,species,hogwea1,species,True
Orange Weaver,Orange Weaver,Ploceus aurantius,orawea1,species,orawea1,species,True
Golden Palm Weaver,Golden Palm Weaver,Ploceus bojeri,gopwea1,species,gopwea1,species,True
Taveta Golden-Weaver,Taveta Golden-Weaver,Ploceus castaneiceps,tagwea1,species,tagwea1,species,True
Northern Brown-throated Weaver,Northern Brown-throated Weaver,Ploceus castanops,nbtwea1,species,nbtwea1,species,True
Northern Masked-Weaver,Northern Masked-Weaver,Ploceus taeniopterus,nomwea1,species,nomwea1,species,True
Lesser Masked-Weaver,Lesser Masked-Weaver,Ploceus intermedius,lesmaw1,species,lesmaw1,species,True
Vitelline Masked-Weaver,Vitelline Masked-Weaver,Ploceus vitellinus,vimwea1,species,vimwea1,species,True
Heuglin's Masked-Weaver,Heuglin's Masked-Weaver,Ploceus heuglini,hemwea1,species,hemwea1,species,True
Speke's Weaver,Speke's Weaver,Ploceus spekei,spewea2,species,spewea2,species,True
Vieillot's Weaver,Vieillot's Weaver,Ploceus nigerrimus,viewea1,species,viewea1,species,True
Village Weaver,Village Weaver,Ploceus cucullatus,vilwea1,species,vilwea1,species,True
Weyns's Weaver,Weyns's Weaver,Ploceus weynsi,weywea1,species,weywea1,species,True
Clarke's Weaver,Clarke's Weaver,Ploceus golandi,clawea1,species,clawea1,species,True
Salvadori's Weaver,Salvadori's Weaver,Ploceus dichrocephalus,salwea1,species,salwea1,species,True
Black-headed Weaver,Black-headed Weaver,Ploceus melanocephalus,blhwea1,species,blhwea1,species,True
Golden-backed Weaver,Golden-backed Weaver,Ploceus jacksoni,gobwea1,species,gobwea1,species,True
Chestnut Weaver,Chestnut Weaver,Ploceus rubiginosus,chewea1,species,chewea1,species,True
Forest Weaver,Forest Weaver,Ploceus bicolor,forwea1,species,forwea1,species,True
Brown-capped Weaver,Brown-capped Weaver,Ploceus insignis,brcwea1,species,brcwea1,species,True
Ploceus sp.,Ploceus sp.,Ploceus sp.,ploceu1,spuh,ploceu1,spuh,False
Compact Weaver,Compact Weaver,Pachyphantes superciliosus,comwea1,species,comwea1,species,True
Cardinal Quelea,Cardinal Quelea,Quelea cardinalis,carque1,species,carque1,species,True
Red-headed Quelea,Red-headed Quelea,Quelea erythrops,rehque1,species,rehque1,species,True
Red-billed Quelea,Red-billed Quelea,Quelea quelea,rebque1,species,rebque1,species,True
Northern Red Bishop,Northern Red Bishop,Euplectes franciscanus,orabis1,species,orabis1,species,True
Southern Red Bishop,Southern Red Bishop,Euplectes orix,redbis,species,redbis,species,True
Zanzibar Red Bishop,Zanzibar Red Bishop,Euplectes nigroventris,zanbis1,species,zanbis1,species,True
Black-winged Bishop,Black-winged Bishop,Euplectes hordeaceus,blwbis1,species,blwbis1,species,True
Black Bishop,Black Bishop,Euplectes gierowii,blabis1,species,blabis1,species,True
Yellow-crowned Bishop,Yellow-crowned Bishop,Euplectes afer,yecbis,species,yecbis,species,True
Fire-fronted Bishop,Fire-fronted Bishop,Euplectes diadematus,fifbis1,species,fifbis1,species,True
Yellow Bishop,Yellow Bishop,Euplectes capensis,yelbis1,species,yelbis1,species,True
White-winged Widowbird,White-winged Widowbird,Euplectes albonotatus,whwwid1,species,whwwid1,species,True
Yellow-mantled Widowbird,Yellow-mantled Widowbird,Euplectes macroura,yeswid2,species,yeswid2,species,True
Red-collared Widowbird,Red-collared Widowbird,Euplectes ardens,recwid1,species,recwid1,species,True
Fan-tailed Widowbird,Fan-tailed Widowbird,Euplectes axillaris,fatwid1,species,fatwid1,species,True
Marsh Widowbird,Marsh Widowbird,Euplectes hartlaubi,marwid1,species,marwid1,species,True
Long-tailed Widowbird,Long-tailed Widowbird,Euplectes progne,lotwid1,species,lotwid1,species,True
Jackson's Widowbird,Jackson's Widowbird,Euplectes jacksoni,jacwid1,species,jacwid1,species,True
Euplectes sp.,Euplectes sp.,Euplectes sp.,euplec1,spuh,euplec1,spuh,False
Grosbeak Weaver,Grosbeak Weaver,Amblyospiza albifrons,growea1,species,growea1,species,True
Gray-headed Nigrita,Gray-headed Nigrita,Nigrita canicapillus,gyhneg1,species,gyhneg1,species,True
White-breasted Nigrita,White-breasted Nigrita,Nigrita fusconotus,whbneg2,species,whbneg2,species,True
Yellow-bellied Waxbill,Yellow-bellied Waxbill,Coccopygia quartinia,yebwax2,species,yebwax2,species,True
Green-backed Twinspot,Green-backed Twinspot,Mandingoa nitidula,grbtwi1,species,grbtwi1,species,True
Abyssinian Crimsonwing,Abyssinian Crimsonwing,Cryptospiza salvadorii,abcwin1,species,abcwin1,species,True
Fawn-breasted Waxbill,Fawn-breasted Waxbill,Estrilda paludicola,fabwax1,species,fabwax1,species,True
Crimson-rumped Waxbill,Crimson-rumped Waxbill,Estrilda rhodopyga,crrwax1,species,crrwax1,species,True
Black-rumped Waxbill,Black-rumped Waxbill,Estrilda troglodytes,bkrwax,species,bkrwax,species,True
Common Waxbill,Common Waxbill,Estrilda astrild,comwax,species,comwax,species,True
Black-crowned Waxbill,Black-crowned Waxbill,Estrilda nonnula,blcwax2,species,blcwax2,species,True
Kandt's Waxbill,Kandt's Waxbill,Estrilda kandti,kanwax1,species,kanwax1,species,True
Black-faced Waxbill,Black-faced Waxbill,Estrilda erythronotos,blcwax1,species,blcwax1,species,True
Black-cheeked Waxbill,Black-cheeked Waxbill,Estrilda charmosyna,rerwax1,species,rerwax1,species,True
Red-headed Bluebill,Red-headed Bluebill,Spermophaga ruficapilla,rehblu1,species,rehblu1,species,True
Black-bellied Seedcracker,Black-bellied Seedcracker,Pyrenestes ostrinus,blbsee1,species,blbsee1,species,True
Red-cheeked Cordonbleu,Red-cheeked Cordonbleu,Uraeginthus bengalus,reccor,species,reccor,species,True
Blue-capped Cordonbleu,Blue-capped Cordonbleu,Uraeginthus cyanocephalus,blccor1,species,blccor1,species,True
Purple Grenadier,Purple Grenadier,Granatina ianthinogaster,purgre2,species,purgre2,species,True
Peters's Twinspot,Peters's Twinspot,Hypargos niveoguttatus,pettwi1,species,pettwi1,species,True
Brown Twinspot,Brown Twinspot,Clytospiza monteiri,brotwi1,species,brotwi1,species,True
Green-winged Pytilia,Green-winged Pytilia,Pytilia melba,grwpyt1,species,grwpyt1,species,True
Orange-winged Pytilia,Orange-winged Pytilia,Pytilia afra,orwpyt1,species,orwpyt1,species,True
Red-billed Firefinch,Red-billed Firefinch,Lagonosticta senegala,rebfir2,species,rebfir2,species,True
Bar-breasted Firefinch,Bar-breasted Firefinch,Lagonosticta rufopicta,babfir1,species,babfir1,species,True
Black-bellied Firefinch,Black-bellied Firefinch,Lagonosticta rara,blbfir1,species,blbfir1,species,True
African Firefinch,African Firefinch,Lagonosticta rubricata,afffin,species,afffin,species,True
Jameson's Firefinch,Jameson's Firefinch,Lagonosticta rhodopareia,jamfir1,species,jamfir1,species,True
firefinch sp.,firefinch sp.,Lagonosticta sp.,firefi1,spuh,firefi1,spuh,False
Cut-throat,Cut-throat,Amadina fasciata,cutthr1,species,cutthr1,species,True
Zebra Waxbill,Zebra Waxbill,Sporaeginthus subflavus,zebwax2,species,zebwax2,species,True
Quailfinch,Quailfinch,Ortygospiza atricollis,quailf1,species,quailf1,species,True
Locustfinch,Locustfinch,Paludipasser locustella,locust3,species,locust3,species,True
Gray-headed Silverbill,Gray-headed Silverbill,Odontospiza griseicapilla,gyhsil1,species,gyhsil1,species,True
Bronze Mannikin,Bronze Mannikin,Spermestes cucullata,broman1,species,broman1,species,True
Black-and-white Mannikin,Black-and-white Mannikin,Spermestes bicolor,bawman1,species,bawman1,species,True
Magpie Mannikin,Magpie Mannikin,Spermestes fringilloides,magman1,species,magman1,species,True
African Silverbill,African Silverbill,Euodice cantans,afrsil1,species,afrsil1,species,True
estrildid finch sp.,estrildid finch sp.,Estrildidae sp.,estfin1,spuh,estfin1,spuh,False
Pin-tailed Whydah,Pin-tailed Whydah,Vidua macroura,pitwhy,species,pitwhy,species,True
Broad-tailed Paradise-Whydah,Broad-tailed Paradise-Whydah,Vidua obtusa,btpwhy1,species,btpwhy1,species,True
Eastern Paradise-Whydah,Eastern Paradise-Whydah,Vidua paradisaea,eapwhy1,species,eapwhy1,species,True
Steel-blue Whydah,Steel-blue Whydah,Vidua hypocherina,stbwhy1,species,stbwhy1,species,True
Straw-tailed Whydah,Straw-tailed Whydah,Vidua fischeri,sttwhy1,species,sttwhy1,species,True
Village Indigobird,Village Indigobird,Vidua chalybeata,vilind,species,vilind,species,True
Variable Indigobird,Variable Indigobird,Vidua funerea,varind1,species,varind1,species,True
Purple Indigobird,Purple Indigobird,Vidua purpurascens,purind1,species,purind1,species,True
whydah sp.,whydah sp.,Vidua sp. (whydah sp.),whydah1,spuh,whydah1,spuh,False
indigobird sp.,indigobird sp.,Vidua sp. (indigobird sp.),indigo1,spuh,indigo1,spuh,False
Parasitic Weaver,Parasitic Weaver,Anomalospiza imberbis,parwea1,species,parwea1,species,True
House Sparrow,House Sparrow,Passer domesticus,houspa,species,houspa,species,True
Somali Sparrow,Somali Sparrow,Passer castanopterus,somspa1,species,somspa1,species,True
House x Somali Sparrow (hybrid),House x Somali Sparrow (hybrid),Passer domesticus x castanopterus,x00917,hybrid,x00917,hybrid,False
Kenya Rufous Sparrow,Kenya Rufous Sparrow,Passer rufocinctus,kerspa2,species,kerspa2,species,True
Shelley's Rufous Sparrow,Shelley's Rufous Sparrow,Passer shelleyi,shrspa1,species,shrspa1,species,True
Northern Gray-headed Sparrow,Northern Gray-headed Sparrow,Passer griseus,gyhspa1,species,gyhspa1,species,True
Swainson's Sparrow,Swainson's Sparrow,Passer swainsonii,swaspa2,species,swaspa2,species,True
Parrot-billed Sparrow,Parrot-billed Sparrow,Passer gongonensis,pabspa1,species,pabspa1,species,True
Swahili Sparrow,Swahili Sparrow,Passer suahelicus,swaspa1,species,swaspa1,species,True
Chestnut Sparrow,Chestnut Sparrow,Passer eminibey,chespa1,species,chespa1,species,True
Passer sp.,Passer sp.,Passer sp.,passer2,spuh,passer2,spuh,False
Yellow-spotted Bush Sparrow,Yellow-spotted Bush Sparrow,Gymnoris pyrgita,yespet1,species,yespet1,species,True
Cape Wagtail,Cape Wagtail,Motacilla capensis,capwag1,species,capwag1,species,True
Mountain Wagtail,Mountain Wagtail,Motacilla clara,mouwag1,species,mouwag1,species,True
Gray Wagtail,Gray Wagtail,Motacilla cinerea,grywag,species,grywag,species,True
Western Yellow Wagtail,Western Yellow Wagtail,Motacilla flava,eaywag1,species,eaywag1,species,True
African Pied Wagtail,African Pied Wagtail,Motacilla aguimp,afpwag1,species,afpwag1,species,True
White Wagtail,White Wagtail,Motacilla alba,whiwag,species,whiwag,species,True
wagtail sp.,wagtail sp.,Motacilla sp.,wagtai1,spuh,wagtai1,spuh,False
African Pipit,African Pipit,Anthus cinnamomeus,afrpip1,species,afrpip1,species,True
Long-billed Pipit,Long-billed Pipit,Anthus similis,lobpip1,species,lobpip1,species,True
Tawny Pipit,Tawny Pipit,Anthus campestris,tawpip1,species,tawpip1,species,True
Plain-backed Pipit,Plain-backed Pipit,Anthus leucophrys,plbpip1,species,plbpip1,species,True
Malindi Pipit,Malindi Pipit,Anthus melindae,malpip1,species,malpip1,species,True
Striped Pipit,Striped Pipit,Anthus lineiventris,strpip1,species,strpip1,species,True
Tree Pipit,Tree Pipit,Anthus trivialis,trepip,species,trepip,species,True
Red-throated Pipit,Red-throated Pipit,Anthus cervinus,retpip,species,retpip,species,True
Bush Pipit,Bush Pipit,Anthus caffer,buspip1,species,buspip1,species,True
Sokoke Pipit,Sokoke Pipit,Anthus sokokensis,sokpip1,species,sokpip1,species,True
pipit sp.,pipit sp.,Anthus sp.,pipit1,spuh,pipit1,spuh,False
Golden Pipit,Golden Pipit,Tmetothylacus tenellus,golpip1,species,golpip1,species,True
Sharpe's Longclaw,Sharpe's Longclaw,Hemimacronyx sharpei,shalon1,species,shalon1,species,True
Yellow-throated Longclaw,Yellow-throated Longclaw,Macronyx croceus,yetlon1,species,yetlon1,species,True
Pangani Longclaw,Pangani Longclaw,Macronyx aurantiigula,panlon1,species,panlon1,species,True
Rosy-throated Longclaw,Rosy-throated Longclaw,Macronyx ameliae,rotlon1,species,rotlon1,species,True
longclaw sp.,longclaw sp.,Macronyx sp.,longcl1,spuh,longcl1,spuh,False
Oriole Finch,Oriole Finch,Linurgus olivaceus,orifin1,species,orifin1,species,True
Yellow-fronted Canary,Yellow-fronted Canary,Crithagra mozambica,yefcan,species,yefcan,species,True
African Citril,African Citril,Crithagra citrinelloides,afrcit1,species,afrcit1,species,True
Western Citril,Western Citril,Crithagra frontalis,wescit1,species,wescit1,species,True
Southern Citril,Southern Citril,Crithagra hyposticta,soucit1,species,soucit1,species,True
Papyrus Canary,Papyrus Canary,Crithagra koliensis,papcan1,species,papcan1,species,True
Black-throated Canary,Black-throated Canary,Crithagra atrogularis,bltcan1,species,bltcan1,species,True
Reichenow's Seedeater,Reichenow's Seedeater,Crithagra reichenowi,reisee2,species,reisee2,species,True
White-bellied Canary,White-bellied Canary,Crithagra dorsostriata,whbcan1,species,whbcan1,species,True
Northern Grosbeak-Canary,Northern Grosbeak-Canary,Crithagra donaldsoni,norgrc1,species,norgrc1,species,True
Southern Grosbeak-Canary,Southern Grosbeak-Canary,Crithagra buchanani,sougrc1,species,sougrc1,species,True
